MEDIAN	SYMBOL
176	LOC51690
175	RAD1
75	RRS1
87	C19orf7
2045	KIAA1115
273	PEX3
2498	KIAA0759
295	KIAA0804
1247	ARPP-19
3059	CR2
3025	IBTK
2232	HLA-DQB1
50	NQO2
4395	ETFB
2001	KRT13
1987	KIR2DL3
1534	KIR3DL1
5027	KIAA0841
268	FCER1G
556
179	ORC3L
41	ARNTL
52	PRIM2A
490	SATB1
242	STIM1
4331	TMF1
67	ARHG
121	MAP3K7
618	MVK
46	WEE1
130	MAP2K4
1182	SLBP
4512	CTSO
4121	MTM1
716	TCTE1L
39	MAPK6
3212	C1orf29
80	ZNF146
68	HUMAUANTIG
538	TAGLN
235	GTF3C2
369	NDRG1
29	C20orf111
3491	RASA1
1116	TSTA3
4364	ASAH1
4238	TIAF1
189	AF1Q
93	KIAA0174
4577	PLAGL1
5258	C12orf8
47	DYRK1A
548	CRI1
122	CSNK1D
243	HSGP25L2G
99	MRPL49
4202	HADHA
41	MADH4
271	KIAA0218
2803	C5orf8
759	SLC20A2
96	PRKCBP1
977	ZYX
1378	UBE2V1
63	EDR2
2038	DKFZP586A011
264	COPA
527	PGD
1261	MBTPS1
3030	ANK3
230	OIP2
875	KIAA0182
1657	RW1
1790	RNP24
168	SF3B2
689	PSMF1
281	MGC8721
316	NAPA
298	PA200
60	SLC2A3
67	PROL2
131	SRP9
3981	USP14
2271	HPR
281	IDI1
238	LYPLA2
282	LMNB2
434	TNFAIP1
4173	DAG1
2558	SFRS4
3510	TXN
281	ATP6V0C
5145	OS-9
4479	AK1
231	SCA2
3798	STK38
523	DKFZP564B167
1114	CAPN2
333	BLVRB
1508	CD63
502	NBL1
2084	TDE1
198	CAT
86	GTF2A2
4342	CAPZB
238	MX1
2708	CTSH
1373	LCP1
2976	PIG7
1252	PIG7
98	COPEB
916	AHNAK
908	PPP1R15A
815	ATP5O
63	KIAA0887
369	C9orf10
398	GPX1
88	ANP32A
292	SERP1
3276	MDN1
268	P4HA1
3268	ABCD3
389	HLA-DRA
3895	G2AN
49	ID3
1830	KIAA0254
113	PSMA5
75	NPC1
112	TOMM34
2944	TOMM34
62	TOMM34
395	TRAF3
191	CD3Z
2949	YDD19
155	KIAA0426
2632	FPRL1
4050	PPOX
269	ALOX5AP
1132	IRF3
844	FMNL
2010	BRMS1
643	ZNF354A
39	PPM1D
233	PFKFB3
267	C6orf32
89	VAMP4
4678	NKG7
63	SSA1
3561	DEFCAP
3983	NPFF
631	INVS
3115	GZMB
4174	PFAS
775	GNLY
34	KIAA0404
3884	SCGF
297	AB026190
449	PPARD
2262	KIAA0673
2451	CALB2
15	DJ159A19.3
194	DKFZP564M182
96	D10S170
3400	LAMP3
1428	CPB2
128	MRPL19
173	CD58
234	LOC91137
55	PLCG2
4478	MPV17
1305	PCK2
1030	PMM1
3316	UMPK
4275	GATA2
1551	LOC51626
3086	GSTT1
458	FCGR3A
180	INA
4316	BDH
1162	SP2
4275	DNASE1L1
1656	BTG3
67	KIAA0172
122	BNIP1
1397	ATR
57	KIAA0469
1335	KIAA0586
172	KNG
1728	AP3M2
144	HARSL
44	MGC5149
82	UCHL3
157	GABPA
1411	24432
4516	MYCBP
3931	SNAPC2
319	ZNF133
3167	NDST2
39	HTCD37
150	ZNF131
2453	ZNF32
4083	VEGFB
2819	LZTR1
2244	TAF6
59	ITPKB
150	BTD
25	GABPB1
125	IQGAP2
3681	TAZ
2996	GEM
2209	KIAA0233
1595	MAD2L1
2590	ALAS2
309	NRCAM
147	MAML1
355	KIAA0097
53	BTG1
46	GTF2E2
292	ARL1
179	LOC84549
317	GABARAP
4060	GYS1
120	DNCH1
171	ADPRTL1
409	CBX1
2988	EZH2
3756	GNAI2
241	GPR107
1554	ARHA
336	PLAU
314	TALDO1
43	TRIP-Br2
42	SMN1
80	BM036
85	BM036
3741	PAFAH1B1
321	ETF1
185	PTDSS1
122	TTC1
2318	TFRC
3255	FDPS
295	PLP2
69	PLEK
3115	NDUFV1
230	ALDH4A1
2553	ALDH4A1
881	DNMT1
248	HNRPA0
3005	DGUOK
3408	UBXD2
50	SNRPG
4174	PRPSAP1
2800	USP4
4216	GLUD1
4398	IVD
3855	HLA-DMA
2468	CALU
4462	ARF5
1326	DDA3
3816	HMGN3
55	PSMD10
77	UP
3463	SP100
3870	SP100
3725	SP100
4361	STARD3
117	P115
227	GCSH
238	UBE2E1
156	KIAA0102
2812	FIBP
491	RAB5B
2112	KIAA0429
6383	REA
315	DNAJB2
3849
67	ATP6V1E1
677	UGP2
3272	ANXA4
3575	KIAA0638
268	LOC51035
400	LMNA
176	SF3A3
36	GTF2B
31	GTF2B
479	RPS26
3039	HLA-C
1655	FEM-2
80	PPIG
4970	KDELR1
3650	KDELR1
157	IMAGE145052
494	DDX38
304	CTSL
2328	PHKB
180	ATP6V1F
468	PECAM1
214	PECAM1
58	AKR1C3
355	GSTT1
781	ANXA1
65	MAPRE2
4118	SRPK2
4329	CENTB1
3919	PIP5K2A
636	ATP10B
25	ARHH
3141	POU2F2
4136	HLA-F
2763	HLA-F
1385	SLC12A2
2315	HCR
1688	HCR
2113	PIASX-BETA
3194	PIASX-BETA
3418	PIASX-BETA
70	MGC3248
2926	KIAA0590
3716	KIAA0419
2687	LOC51601
4502	DKFZp586I1420
246	FLJ10140
229	TMEM5
3678	KIAA0443
3535	GNAS
4604	GNAS
4871	GNAS
4668
76	CLPX
2882	COL8A1
2014	TIAM1
192	SF3A2
350	RAB7L1
124	JAK2
4602	LAIR1
130	RPP40
3437	MANBA
691	TRIAD3
334	CD72
93	PRP17
2518	SLC27A2
1138	KIAA1093
930	TAF1
553	CSF2RB
2795	CAT56
88	NRF
145	SMURF1
372	FNBP3
4143	FNBP3
500	FNBP3
179	CRLF3
154	STX8
2538	KIAA1039
44	NUFIP1
3828	HSA6591
1546	HSA6591
40	STK17B
122	ELK3
297	ACADM
3245	CREB1
112	CD83
44	ARFD1
82	SELPLG
1978	ARHGEF6
58	NFIL3
2688	B1
185	KIAA0211
247	TESK1
110	PWP2H
2228	GCA
2775	SLC4A2
4452
69	NFYA
1649	MIZF
4111	MMD
2754	SALL2
242	PDCD6
3197	zizimin1
3598	HEF1
96
524	MGC14258
105	AFAP
2073	CYFIP2
173	PPP6C
3699	FANCG
96	SNRPA1
905	ZNF142
1062
197
69	UCP2
289	SEC6
1782	RASSF2
79	NUBP1
551	FLJ10803
4359	GRB10
2109	AUH
46	KIAA1128
213	METAP1
118	TAF12
1650	IL6ST
2288	PSIP2
309	NR4A2
2564	IRF4
2861	IRF4
161	CSNK2A2
4068	ZRF1
3327	HPRT1
3022	IFI44
49	KIAA0157
468	TNFRSF6
108	TNFRSF6
42	CD69
224	AOAH
266	KIAA0153
14	HMBS
103	MKRN1
90	RCOR
929	CABIN1
806	SNX17
417	GOLGB1
560	SCAP
176	IMMT
169	ATP2B1
133	UBE2G1
53	DDX1
591	DRG2
104	PSMB5
4356	UROD
1239	C1QBP
3049	ATP1B1
3810	ANXA7
73	USP7
249	NSMAF
57	ALAS1
785	SLC25A3
180	PDE8A
2853	PGK1
49	IFRD1
160	MATR3
167	MATR3
87	USP10
85	PICALM
102	UNG
246	ILVBL
996	DBI
2201	NUMB
33	PHF3
88	UBCE7IP4
126	VDAC2
162	VDAC2
350	AKAP1
83	METAP2
160	BLMH
4104	RGS2
60	RABGGTB
87	BCKDHA
4371	GLG1
129	ADH5
204	ADH5
242	DXF68S1E
48	SNW1
321	MOX2
237	HNRPM
40	SNRK
3801	MLF2
155	HSPD1
4732	DHPS
1112	DHPS
66	CCNG2
26	MYC
87	PPP1CC
109	MRPL3
3035	RCN2
3974	RCN2
398	XPO1
631	p100
1253	EPS15
40	RYBP
1077	MAPK14
4721	DIP2
145	GNG10
172	PCMT1
186	PCMT1
203	PCMT1
3636	SSRP1
136	SLC25A5
4519	PYCR1
66	GLB1
3129	FEZ1
382	ST5
2276	ANXA5
3813	KIAA0232
149	UBE2V2
2209	KIAA0255
79	EIF4E
3673	LGALS3BP
1564	RYK
4199	TFDP1
615	LAPTM5
1794	BAIAP2
2977	RXRB
1125	HLCS
1096	PSMC5
4128	EDG4
3404	TAF2
362	CRK7
3629	36408
3518	36408
32	KIN
1843	ASML3B
3242
90
2986
1200	RAD51L3
4076
4316	LRRN1
440	ATP6V0A2
3830
227	VPS4B
955	LOC58509
796	20D7-FC4
3935	MDM1
471	GALK2
43	UBE2D1
2793	C21orf5
39	FLJ11220
51	KIAA0863
325
270	WSX1
173	WSX1
960	HEM1
3568	CTBS
3265	KIAA1775
1604	ZNF337
2161	EGR2
127	ELKS
2442	TTF2
118	JRK
1123	JRK
255	GPA33
3619	PRKCN
850	DKFZP564C103
44	GTF2E1
143	UGTREL7
285	CD47
185	CD47
186
63	PTPN2
107	CUL2
97	SLC35A1
2348	TFF3
67	APACD
153	PEX11B
72	PIK3R4
2844	CRYZ
1265	GNL1
199	GNL1
3019
55	F8A
932	HCFC1
3583	STX4A
457	TRAF4
1078	ENDOFIN
493	BAZ2B
74	HMOX2
1406	FLJ20323
2712	ITGB2
626	NPTX1
4553	APOM
2430	CHC1
234	NFYB
3813	IGSF4
357	CENPB
149	TRIP11
391	RBBP6
110	PRPF4
53	PRPF4
86	HSU15552
913	APOBEC3C
3811	APOBEC3C
207	KIAA0321
2463	GCH1
1551	BACH
2104	BRD3
70	ATP6V1C1
258	SNRPD1
2631	PREP
141	TMEM4
3255	GGA3
378	PIK3R3
162	STXBP3
2193	MGC40413
3940	LY117
127	BAZ1A
2675	DNASE1L3
1680	MSL3L1
75	DTX2
59	CIR
793	DBN1
190	DCI
89	ARF6
135	LMNB1
223	EPOR
76	NCBP1
1858	ITM1
4571	ATP5D
749	FMR1
1325	FMR1
3550	DMPK
4374	SKIV2L
348	CPO
3376	DGKZ
616	SQV7L
296	CD48
710	D4S234E
125	BNIP3
1223	C19orf2
407	ATIP1
2417	ADAR
840	HNRPD
397	CSNK1E
155	KIAA0652
2816	PLEC1
3669	KIAA0871
3732	FBLN1
108	SLC3A2
102	KIAA0332
89	KIAA0111
1348	DKFZP564M1416
126	STS
69	MTMR6
314	RPIA
68	LUM
65	SPF30
3732	GALNT1
2659	G6PD
23	CTNND2
156	IK
1070	BTF
186	MAL
2817	BRE
106	HBXIP
1557	POLR2J
3165	KIAA0195
3794	DPT
2682	NDUFS5
2998	RPS16
4608	HPIP
2066	MVP
2115	HMGB2
3827	NQO1
3498	AMFR
4485	CLCN7
403
2885	HNRPF
702	DJ465N24.2.1
58	RNMT
3410	AP3S1
682	SYPL
205	ATP5G1
3750	COL6A3
585	FLNB
2022	COX8
555	LTA4H
122	KIAA0650
1960	NOTCH2
205	CBX3
487	CBX3
3720	S100A4
118	KIAA0144
687	PISD
1748	LGALS9
289	MISS
105	HNRPAB
4461	HLA-DPB1
3144	HLA-DPB1
113	PIG8
3999	LPIN1
3142	FACL4
81	TLOC1
150	BDG-29
773	FLJ34588
3065	DECR1
40	FLJ11021
1134	YR-29
3879	UNC119
3854	PPT2
1812	SDCBP
170	SYNE-1
1807	RAD21
794	FUS1
3763	SEC24C
3553	SHC1
277	GYPC
2142	PKD2
2157	WARS
3910	SLC23A1
253	D123
3292	SERPINE1
2845	BGN
3089	SDC1
300	GK
4966	PLAG1
2956	KIAA0373
378	WRN
781	S100A11
100	FPGT
2975	FLJ11193
1240	ZNF211
90	INADL
143	SH2D1A
418	CRY1
62	KIAA0053
76	MTAP
2866
89	ORC5L
100	DOM3Z
1391	ESPL1
641	LY75
2938	NOT56L
353	RIMS2
1964	RPGR
3722	INPP4B
3068
3684	HAN11
1365	KIAA1076
2939	GNB5
229	MMP11
32	NAT1
4295	MAN2A2
1682	LOC90806
2626	PPP4C
167	KIAA0406
3773	NEUROD2
3265	MEN1
4025	SLC35A3
2027	SURF2
1566	ZNF288
73	TRIP8
34	GCNT1
1805	CRK
502	DPYD
190	CNK1
768	SNAPC3
4658	FLJ10569
4022	MITF
1523	CYP3A5P2
3884	BTN3A3
296	F2RL1
3954	KIAA0552
305	KIAA0007
1987	AGL
1280	AGL
1341	KIAA0882
85	DKFZP564O092
1254	NDUFS8
4270	STXBP2
774	FLJ12525
746	RABIF
3894	RBBP6
3570	RBBP6
183	PKD2
118	PARG
1314	HDAC4
53	DUSP14
4327	ATP9B
68	PL6
4654	MGC19606
32	NFKBIE
458	PPP3CB
115	MRF-1
128	CASP7
4052	ADAM15
150	EBAG9
3594	MLL4
3346	CRYM
116	PSMB9
2738	RGS14
3987	HOXD4
318	PITPNM
2979	TMEM1
293	BIG1
151	BIG1
106	NCDN
126	CNOT3
403	TGIF2
3904	ABCA2
468	CIC
3597	TCEAL1
228	FAM8A1
1146	CD3D
496	LISCH7
53	MINPP1
85	RIT1
1243	P2RX4
4192	OGG1
491	KIAA1013
454	ZNF193
5015	RRAS
2934	HIP12
89	STAU2
39	KIAA0239
344	ALMS1
2882	CEP1
552	PP35
2933	ITCH
61	TUBA2
3925	PPIH
345	TUBGCP3
38	CEBPB
87
4137	RASGRP2
4066	RASGRP2
602	FLJ20259
574	TYROBP
80	BCE-1
331	PEX1
3578	PEX1
6174	DUT
156	MYD88
129
4232	PSMA1
429
4007
4328	TIEG
703	ESD
3611	ACADVL
72	ZNF220
674	CD53
109	POP4
143	STX3A
1884	MTR
71	GART
274	DSTN
5793	GSS
82	COG2
4346	CAPG
2585	ARPC5
98	KIAA0247
3391	KIAA0089
159	NDUFS1
290	POLD4
127	MADD
80	SNRPB2
95	PSMB10
1685	DKFZP434D1335
89	DKFZP434D1335
2426	LAMP2
921	LAMP2
192	FXR1
398	PTGDS
1598	SSFA2
321	CETN2
687
105	PPP1R11
1082	DAD1
260	PTP4A2
3727	CCT6A
633	AMPD2
3317	CCND1
119	KIAA0196
288	IL14
101
573	KIAA0747
301	TAF11
3302	COL15A1
3230	FASN
265	MAPK9
1162	ISG15
153	AAMP
4080	PRDX4
1745	KIAA0252
4372	MLN51
119	NFKB1
133	NFE2L1
4369	FLJ20811
973	MCP
107	MGC14433
5213	ARPC2
2574
4194	ADRBK1
1554	PRO2389
96	SSB
1386	UQCR
39	MGC5466
60	ICAM2
60	ICAM2
230	SNRPB
325	SNRPB
4517	CYB5
4796	CYB5
2151	NEB
377	NDUFA5
227	AMPD3
4550	GCS1
651	PAM
3879	CTSK
2789	HPS1
137	APPBP2
101	APPBP2
553	KIAA0143
2553	TARS
511	DCTN2
58	HUMAGCGB
264	DPH2L1
1339	SFRS8
394	ANP32B
227	UBE2I
193	RPA1
1245	HSA011916
70	NDUFC1
4598	IL15
884	KYNU
2125	PSMB10
159	LOC51014
2926	ITGB3BP
3711
3821	CYP2D6
2455
276	ISGF3G
4263	SCML2
815	U2AF1RS2
52	PDE4D
2765	NONO
1290	FLJ22709
77	TRIM32
3073	SLC24A1
287	NPM1
122	IL1RAP
3526	ITGAL
32	DUSP10
3325	MAG
3507	DRIM
268	RNASEH1
169	TP53BPL
4140	HLA-DOB
3487	FOP
93	YAF2
3515	ABCA5
816	MALT1
119	TNFRSF7
4160	GNAQ
3205	GNAQ
3165	IFIT4
2865	PTMA
3247	PTMA
3373	PMS2L5
1489	KIAA0284
3768	NDUFB1
249	KRT10
2994	TSPAN-3
2052	CG1I
4174	OGT
1870	LIMK2
4248	LIMK2
2801	GOSR2
4203	DDAH2
4481	LOC92170
4394	KIAA0399
3948	GCN5L2
2379	TNFAIP2
2716	MTA1
4276	SSR4
230	ISLR
3104	LOX
323	PDHA1
906	MAD4
1319	LOC51042
243	THG-1
3648	ALCAM
3936	DKFZP434A043
3892	COPE
111	ZNF384
397	KIAA0970
88	FEZ2
70	FLJ20154
3334	HNRPU
4072	MGC5576
4214	MGC5576
59	CLTA
82	SHOC2
2522	COX6A2
14	RNPC1
3262
518	BCRP1
3217	CFDP1
2743	CFDP1
4312	PSCD1
1764	LOC51031
186	KIAA0553
46	SLK
144	ZNF313
280	KIAA0620
3711	PPP1R10
29	KIAA1354
120	SNRPC
1338	STCH
2973	STCH
279	SNRPE
1149	SNRPE
98
1153	EIF3S6
464	KIAA1085
595	ATP2C1
65	STX12
135	ATP6V0D1
100	DKFZP566D193
198	POGZ
94	HSPC117
2493	C3orf4
1826	NAB1
686	ATP5L
4970	KIAA0738
3772	NDUFS4
65	PREI3
4307	CDK9
4144	CSRP1
2857	POLE3
690	DNPEP
239	MACF1
110	UBE2D2
2131	E2F4
4291	RAN
148	KIAA0187
1485	FLJ20113
1808	CLASP2
97	C1orf9
469	SREBF2
294	CAMKK2
118	COG4
47	NSF
110	CCT7
3904	KIAA1536
3215	OSGEP
417	KIAA0515
4566	MGC21559
4526	MGC21559
91	SDNSF
115	C7orf14
161	FKBP4
156	KIAA0864
166	CLNS1A
113	XRCC5
166	KIAA0513
499	WDR1
1201	SMT3H1
60	ETS2
81	ZFP36L1
70	PSCD2
732	RAF1
456	DSS1
525	LIPA
2798	ADARB1
1252	ATP5I
4117	XPOT
10	FADD
537	RAP1A
3523	PDAP1
931	PDAP1
3307	BTN3A2
4270	BTN3A2
680	RNAHP
2375	SORD
320
1811	DICER1
46	SPRY1
1736	HADHSC
3666	HDAC1
1267	STX7
82	KIAA1046
267	HDGF
2828	AKR1A1
195	GTF2H1
4004	MUC1
216	TKT
4663	DDOST
162	SMS
119	UBTF
95	UBTF
3889	KIAA0062
3874	AP1G2
3557	AP1G2
921	VAPA
899	PGRMC1
910	NCALD
50	CSE1L
51	TGIF
95	ADRM1
2196	EXTL3
1079	HDAC5
361	ATIC
4816	TSC2
744	ATP6V1G1
60	ARPC1A
128	SPAG7
3764	SPTLC1
1993	SEP15
2887	PGRMC2
46	STK17A
36	STK17A
3469	HTATIP2
4080	SEP6
2178	KHSRP
1312	KHSRP
255	FLJ11198
178	GNB2
1193	HLA-DPA1
1338	TOPBP1
241	TM9SF1
1526	DJ971N18.2
1813	PFN2
99	PFN2
3190	GDBR1
1514	HMG2L1
151	SSBP1
852	SCAMP1
1060	LOR
158	KIAA0635
3601	SEC31B-1
174	SCAP1
1907	RFC5
4476
106	GRAP2
158	GRAP2
39	BCL10
47	ZNF230
3608	KIAA0800
3523	SMAP1
2671	TRIM16
3621	LGI1
72	KIAA0240
3129	NCF4
2988	NCF4
871	MFN1
258	USP19
143	ATF2
442	GJB5
787	REV3L
4475	NUP98
2787	CXorf6
4460	TRD
3262	KIAA1009
115	FRG1
446	SSH3BP1
37	ZFX
157	ZNF7
421
358	ELA2A
4780	AD024
466	HCCS
107	MADH3
82	MTF1
3196	PPP1R3D
79	PRKCQ
479	LOC51172
2961	KIAA0298
281	WAS
3484	GPSN2
369	C14orf2
104	SH3BP5
101	IL27
133	NAF1
2371	NAF1
1371	LOC115207
1977	HIC2
3785	DJ-1
868	CORO1A
1976	YARS
52	PAIP1
122	MAP3K7IP2
1205	NDUFB3
65	RAP1
4340	NDUFA6
58	KIAA0436
108	LEPROTL1
156	GRP58
2396	MEP50
4454	WHSC1
449	DC12
3563	FBXO9
1154
293	DEK
329
2605	STATI2
420	ERF
3608	SLC25A1
2138	SLC25A1
150	NMT1
2168	CCR4
2637	NMT1
117	MDH2
167	PTTG1IP
174	MRPS11
1000	ZNF294
1283	LSM3
3933	ENSA
2004	ENSA
534	ENSA
27	APG5L
893	LSM1
61	MGST3
147	LAPTM4A
167	SIVA
287	KIAA0877
4554	DKFZP586J0619
235	IDH1
101	NUP98
4061	LOC54543
4478	COX4I1
4224	KPNB3
67	G10
1250	RABAC1
448	TSC22
109	C1orf8
189	DKFZP564O123
89	DD5
115	DD5
255	MLLT2
54	FBLN5
1567	NCUBE1
486	NCUBE1
228	DLAT
1306	ARPC1B
1219	DGKD
108	FLJ21432
2561	H2AV
68	SART3
224	C6orf9
3867	PABPN1
114	HPRP3P
2947	SRI
365	PAICS
727	KNS2
4228	ABR
158	DHCR7
87	PSMB7
2814	BST2
4092	PPGB
57	MTHFS
2483	TTC3
195	MEA
962	PPP2R5D
4161	AEBP1
4228	SNL
2154	ITGAV
272	MXI1
3022	NME1
75	PP591
69	NEU1
648	DRAP1
4041	DRAP1
74	SPS2
213	ERH
91	KDELR2
3532	MT2A
276	ANXA6
122	UBE2D3
110	SSBP1
1087	NIFIE14
4513	NME4
680	JWA
4477	H2AV
102	BRD4
2526	BRD4
139	SON
719	SON
280	SEC23A
3995	PPP5C
182
1050	VASP
3274	LSS
5351	EIF4B
3209	USF2
1617	ERP70
447	LOC54499
3625	KIAA0662
68	DNAJA1
1698	NK4
4152	MT1L
1793	GPI
2017	TRPC1
1178	TRPC1
149	PMF1
1699	PPP2R4
2933	PPP2R4
205	FLJ20297
2211	VPS39
334	UPF3A
138	SMARCA5
2433	GCN5L1
203	TOM1
3527	KIAA0767
108	OSR1
227	NFRKB
966	NFRKB
703	SPC18
158	LOC54505
69	ABCF1
3151	CPSF5
87	NFATC1
268	ATRX
834	ATRX
53	PRCC
231	RNF11
49	COIL
91	COIL
129	PSMD3
4008	RFPL3S
435	ATF5
61	PDHB
131
1609	KIDINS220
1092	ARIH2
4637	NIFU
125	SERPINH2
130	ALTE
2811	SEC61G
578
1706	FLJ14547
2958	FBL
130	NCOA4
4518	PFKP
4250	FUS
530	EMP3
2690	PCTK1
3263	TCEB2
764	LOC56270
3090
3721	PPBP
156	FLJ10374
2048	ZNF23
122	CEBPG
103	CENTD1
125	AGPS
4341	CD3G
590	SDCCAG1
4019	APOBEC3B
206	CHD1
888	LIMS1
188	MRE11A
2473	CD8B1
2393	PSIP2
3636	RAB4A
81
180	STAG1
3377	AQP3
2169	AQP3
1440	CCNC
3750	SUCLG2
117	RALA
40	KLF12
136	FLJ20552
5277	HKR3
129	OAS2
1877	OAS2
979	AGM1
126	RFC3
3876	RAB4B
3149
266	NUP62
314	TNRC5
4203
4033	PAI-RBP1
56	TIF1
3998
1780	KIAA0971
78	RUNX1
146	PRSS16
3885	CLTB
71	CLTB
177	PRKWNK1
3365	CMAH
54	LCP2
3189	CASP1
338	FLJ12587
1712	PPI5PIV
4280
3332	D2S448
47	HMGCR
89	ACTN1
701	ACTN1
71	TUBB
3643	TUBB
660	EIF5A
1483	ARF3
240	H2AFZ
4425	S100A10
1470	KIAA0792
2646	HEXA
1749	MGC10558
2710	MARS
4041	HSU53209
623	HSU53209
2655	NPC2
1617	KHDRBS1
1856	AP2S1
4142	HRMT1L1
151	GPC3
165	CD59
84	HSPE1
1408	AOP2
78	ABCE1
54	C2F
126	NCOR2
151	SNX3
1604	TM4SF6
447	BC-2
1750	ELAC2
80	EIF2S2
2643	KIAA0935
3611	MAP1A/1BLC3
4653	KIAA0630
1853	MRPS27
1027	BECN1
132
53	KIAA0697
3702	XAP135
955	TRIM2
33	KIAA0110
3008	CD9
82	NUP133
62	AMSH
326	GNPAT
501	LYPLA1
4224	TBCD
2629	BLMH
141	KIAA1055
110
294	KIAA0678
182	RENT1
66	KIAA0266
2330	MGC5139
29	DKFZP434J214
100	TRIM26
235	HNRPK
3783	TIP-1
5336	DKFZP564M182
3438	SPAG9
26	RUNX1
251	PDE4DIP
100	SPOP
3605	TNFRSF14
86	TXNRD1
3263	TCERG1
3235	UQCRB
46	LNK
678	UVRAG
620	TNKS
3736	NPEPPS
308	B4GALT4
253	KIAA0592
3406	PFDN1
4524	BNIP3L
4182	ZNF289
327	CREBL2
1381
3841
134	LANCL1
2001	DKFZP564G0222
982	COX5B
2581	SF3B1
1198	B4GALT3
2732	IDS
241	M11S1
236	BHC80
484	LOC133619
1446	ARFGAP3
2908
201	DPYSL4
4874	OGT
2357	PDCD4
209	PDCD4
402	POP5
775	LOC56007
1247	LOC133619
2395	KIAA0692
3358	KIAA0692
186	PFKFB3
3673	STX16
116
1304	RRAD
3922	SLC7A6
123	STK22B
3365	SORT1
152	KIAA1237
107	ENC1
148	RANBP9
43	RANBP9
3272	NPAS2
157	C1orf17
120	BHC80
595	PTEN
98	SPTBN1
1448
2823	CBX6
162	CBX6
1311	CGGBP1
70	KIAA0268
119	AQP7
915	DKFZp434G2311
2566	PDE6B
972
4124	APBA2
2888	MT1H
3711	EPOR
2036
3943	RASSF1
43	PSCDBP
133	SPAG11
2746	MTMR9
2095	HOXB2
1055	MAN1A1
1975	POU6F1
1087	KIAA0459
223	POU5F1
